srno,make,model,variant,n,new_variant,FORMULA,Column1,,,2158,1095,871
1123,MG,Gloster,Sharp 7 STR 2.0 Twin Turbo 4WD,1,,Sharp 7,Sharp 7,,,,,
1124,MG,Hector,SHARP 1.5 DCT PETROL,18,,SHARP 1.5,SHARP 1.5,,,,,
1125,MG,Hector,SHARP 1.5 DCT PETROL DUAL TONE,1,,SHARP 1.5,SHARP 1.5,,,,,
1126,MG,Hector,SHARP 1.5 PETROL CVT,2,,SHARP 1.5,SHARP 1.5,,,,,
1127,MG,Hector,SHARP 2.0 DIESEL,5,,SHARP 2.0,SHARP 2.0,,,,,
1128,MG,Hector,SHARP 2.0 DIESEL DUAL TONE,1,,SHARP 2.0,SHARP 2.0,,,,,
1129,MG,Hector,SHARP DCT PETROL,1,,SHARP DCT,SHARP DCT,,,,,
1130,MG,Hector,SHARP HYBRID 1.5 PETROL,4,,SHARP HYBRID,SHARP HYBRID,,,,,
1131,MG,Hector,SHARP PRO 1.5 PETROL TURBO CVT PETROL,1,,SHARP PRO,SHARP PRO,,,,,
1132,MG,Hector,SHARP PRO 1.5 TURBO MT PETROL,2,,SHARP PRO,SHARP PRO,,,,,
1133,MG,Hector,SHINE 1.5 PETROL TURBO MT,1,,SHINE 1.5,SHINE 1.5,,,,,
1134,MG,Hector,SMART 1.5 DCT PETROL,3,,SMART 1.5,SMART 1.5,,,,,
1135,MG,Hector,SMART 2.0 DIESEL,1,,SMART 2.0,SMART 2.0,,,,,
1136,MG,Hector,SMART HYBRID 1.5 PETROL,3,,SMART HYBRID,SMART HYBRID,,,,,
1137,MG,Hector,STYLE 1.5 PETROL,1,,STYLE 1.5,STYLE 1.5,,,,,
1138,MG,Hector,SUPER 1.5 PETROL,1,,SUPER 1.5,SUPER 1.5,,,,,
1139,MG,Hector,Savvy Pro 1.5 Turbo CVT 7 STR,1,,Savvy Pro,Savvy Pro,,,,,
1140,MG,Hector,Sharp 1.5 DCT Petrol,5,,Sharp 1.5,Sharp 1.5,,,,,
1141,MG,Hector,Sharp 1.5 DCT Petrol [2019-2020],9,,Sharp 1.5,Sharp 1.5,,,,,
1142,MG,Hector,Sharp 1.5 Petrol CVT,4,,Sharp 1.5,Sharp 1.5,,,,,
1143,MG,Hector,Sharp 1.5 Petrol Turbo DCT,1,,Sharp 1.5,Sharp 1.5,,,,,
1144,MG,Hector,Sharp 2.0 Diesel Dual Tone,1,,Sharp 2.0,Sharp 2.0,,,,,
1145,MG,Hector,Sharp 2.0 Diesel Turbo MT,3,,Sharp 2.0,Sharp 2.0,,,,,
1146,MG,Hector,Sharp 2.0 Diesel [2019-2020],1,,Sharp 2.0,Sharp 2.0,,,,,
1147,MG,Hector,Sharp Hybrid 1.5 Petrol [2019-2020],3,,Sharp Hybrid,Sharp Hybrid,,,,,
1148,MG,Hector,Sharp Pro 2.0 Turbo Diesel [2023],1,,Sharp Pro,Sharp Pro,,,,,
1149,MG,Hector,Smart 2.0 Diesel [2019-2020],1,,Smart 2.0,Smart 2.0,,,,,
1150,MG,Hector,Smart Hybrid 1.5 Petrol,1,,Smart Hybrid,Smart Hybrid,,,,,
1151,MG,Hector,Style 1.5 Petrol,1,,Style 1.5,Style 1.5,,,,,
1152,MG,Hector Plus,SELECT 2.0 DIESEL TURBO MT 7-STR,1,,SELECT 2.0,SELECT 2.0,,,,,
1153,MG,Hector Plus,SHARP 1.5 PETROL TURBO DCT 6-STR,3,,SHARP 1.5,SHARP 1.5,,,,,
1154,MG,Hector Plus,SHARP 1.5 PETROL TURBO HYBRID MT 6-STR,1,,SHARP 1.5,SHARP 1.5,,,,,
1155,MG,Hector Plus,SHARP 2.0 DIESEL TURBO MT 6-STR DUAL TONE,1,,SHARP 2.0,SHARP 2.0,,,,,
1156,MG,Hector Plus,SUPER 2.0 DIESEL TURBO MT 7-STR,1,,SUPER 2.0,SUPER 2.0,,,,,
1157,MG,Hector Plus,Savvy Pro 1.5 Turbo Petrol CVT 7 STR,1,,Savvy Pro,Savvy Pro,,,,,
1158,MG,Hector Plus,Select 2.0 Diesel Turbo MT 7-STR,1,,Select 2.0,Select 2.0,,,,,
1159,MG,Hector Plus,Sharp 1.5 Petrol Turbo CVT 6-STR,2,,Sharp 1.5,Sharp 1.5,,,,,
1160,MG,Hector Plus,Sharp 1.5 Petrol Turbo DCT 6-STR,1,,Sharp 1.5,Sharp 1.5,,,,,
1161,MG,Hector Plus,Sharp 2.0 Diesel,1,,Sharp 2.0,Sharp 2.0,,,,,
1162,MG,Hector Plus,Sharp Hybrid 1.5 Petrol,2,,Sharp Hybrid,Sharp Hybrid,,,,,
1163,MG,Hector Plus,Sharp Pro 1.5 Turbo Petrol CVT 7 STR [2023],1,,Sharp Pro,Sharp Pro,,,,,
1164,MG,Hector Plus,Sharp Pro 2.0 Turbo Diesel 7 STR [2023],1,,Sharp Pro,Sharp Pro,,,,,
1165,MG,ZS EV,Exclusive,1,,Exclusive,Exclusive,,,,,
1166,MINI,Cooper,D 3 Door,1,,D 3,D 3,,,,,
1167,MINI,Cooper,S,1,,S,S,,,,,
1168,MINI,Cooper,S 3 Door [2018-2020],1,,S 3,S 3,,,,,
1169,MINI,Cooper Convertible,1.6,1,,1.6,1.6,,,,,
1170,MINI,Cooper Countryman,Cooper D,2,,Cooper D,Cooper D,,,,,
1171,MINI,Countryman,Cooper S JCW Inspired,1,,Cooper S,Cooper S,,,,,
1172,Mahindra,Alturas G4,4WD AT,1,,4WD AT,4WD AT,,,,,
1173,Mahindra,Alturas G4,4WD AT [2018-2020],1,,4WD AT,4WD AT,,,,,
1174,Mahindra,Bolero,B4,1,,B4,B4,,,,,
1175,Mahindra,Bolero,B6,2,,B6,B6,,,,,
1176,Mahindra,Bolero,B6 (O),1,,B6 (O),B6 (O),,,,,
1177,Mahindra,Bolero,B6 (O) [2022],1,,B6 (O),B6 (O),,,,,
1178,Mahindra,Bolero,B6 [2022],1,,B6 [2022],B6 [2022],,,,,
1179,Mahindra,Bolero,DI BS III,1,,DI BS,DI BS,,,,,
1180,Mahindra,Bolero,Plus AC BS IV,1,,Plus AC,Plus AC,,,,,
1181,Mahindra,Bolero,Power Plus ZLX [2016-2019],1,,Power Plus,Power Plus,,,,,
1182,Mahindra,Bolero,ZLX BS IV,2,,ZLX BS,ZLX BS,,,,,
1183,Mahindra,Bolero Neo,N 10 (O),1,,N 10,N 10,,,,,
1184,Mahindra,Bolero Neo,N 8,1,,N 8,N 8,,,,,
1185,Mahindra,Bolero Neo,N10,1,,N10,N10,,,,,
1186,Mahindra,Bolero Neo,N10 R,1,,N10 R,N10 R,,,,,
1187,Mahindra,Bolero Neo,N4,1,,N4,N4,,,,,
1188,Mahindra,Bolero Neo,N8,1,,N8,N8,,,,,
1189,Mahindra,KUV 100 NXT,K2 P 6 STR,1,,K2 P,K2 P,,,,,
1190,Mahindra,KUV 100 NXT,K2+ P 6 STR,1,,K2+ P,K2+ P,,,,,
1191,Mahindra,KUV 100 NXT,K4+ P 6 STR,5,,K4+ P,K4+ P,,,,,
1192,Mahindra,KUV 100 NXT,K6+ P 6 STR,1,,K6+ P,K6+ P,,,,,
1193,Mahindra,KUV 100 NXT,K8 P 6 STR,2,,K8 P,K8 P,,,,,
1194,Mahindra,KUV 100 NXT,K8 P 6 STR DUAL TONE,2,,K8 P,K8 P,,,,,
1195,Mahindra,KUV100 NXT,K2 Plus 6 STR [2017-2020],4,,K2 Plus,K2 Plus,,,,,
1196,Mahindra,KUV100 NXT,K4 Plus 5 STR,1,,K4 Plus,K4 Plus,,,,,
1197,Mahindra,KUV100 NXT,K4 Plus 6 STR [2017-2020],1,,K4 Plus,K4 Plus,,,,,
1198,Mahindra,KUV100 NXT,K6 Plus D 6 STR,1,,K6 Plus,K6 Plus,,,,,
1199,Mahindra,Kuv100,K2 PLUS D 6 STR,1,,K2 PLUS,K2 PLUS,,,,,
1200,Mahindra,Kuv100,K4 6 STR,3,,K4 6,K4 6,,,,,
1201,Mahindra,Kuv100,K6 PLUS D 6 STR,1,,K6 PLUS,K6 PLUS,,,,,
1202,Mahindra,Kuv100,K8 6 STR,1,,K8 6,K8 6,,,,,
1203,Mahindra,Marazzo,M6 7 STR,1,,M6 7,M6 7,,,,,
1204,Mahindra,Marazzo,M6 8 STR,1,,M6 8,M6 8,,,,,
1205,Mahindra,Marazzo,M6 Plus 7 STR [2020],1,,M6 Plus,M6 Plus,,,,,
1206,Mahindra,Marazzo,M8 7 STR,1,,M8 7,M8 7,,,,,
1207,Mahindra,SCORPIO-N,Z8 L DIESEL MT 4WD 7 STR,1,,Z8 L,Z8 L,,,,,
1208,Mahindra,SCORPIO-N,Z8 L PETROL MT 7 STR,1,,Z8 L,Z8 L,,,,,
1209,Mahindra,Scorpio,S10,1,,S10,S10,,,,,
1210,Mahindra,Scorpio,S10 AT,1,,S10 AT,S10 AT,,,,,
1211,Mahindra,Scorpio,S11 2WD,1,,S11 2WD,S11 2WD,,,,,
1212,Mahindra,Scorpio,S11 MT 7S,3,,S11 MT,S11 MT,,,,,
1213,Mahindra,Scorpio,S4,3,,S4,S4,,,,,
1214,Mahindra,Scorpio,S4 Plus,1,,S4 Plus,S4 Plus,,,,,
1215,Mahindra,Scorpio,S5,1,,S5,S5,,,,,
1216,Mahindra,Scorpio,S6 Plus 1.99 [2016-2017],1,,S6 Plus,S6 Plus,,,,,
1217,Mahindra,Scorpio,S8,1,,S8,S8,,,,,
1218,Mahindra,Scorpio,S9,3,,S9,S9,,,,,
1219,Mahindra,Scorpio 2021,S11,4,,S11,S11,,,,,
1220,Mahindra,Scorpio 2021,S11 2WD 7 STR,3,,S11 2WD,S11 2WD,,,,,
1221,Mahindra,Scorpio 2021,S5 2WD 7 STR,4,,S5 2WD,S5 2WD,,,,,
1222,Mahindra,Scorpio 2021,S9 2WD 7 STR,3,,S9 2WD,S9 2WD,,,,,
1223,Mahindra,Scorpio N,Z6 Diesel MT 2WD 7 STR [2022],1,,Z6 Diesel,Z6 Diesel,,,,,
1224,Mahindra,Scorpio N,Z8 Diesel AT 2WD 7 STR [2022],1,,Z8 Diesel,Z8 Diesel,,,,,
1225,Mahindra,Scorpio N,Z8 Diesel MT 2WD 7 STR [2022],1,,Z8 Diesel,Z8 Diesel,,,,,
1226,Mahindra,Scorpio N,Z8 L Diesel AT 2WD 7 STR [2022],1,,Z8 L,Z8 L,,,,,
1227,Mahindra,Scorpio N,Z8 L Diesel MT 2WD 7 STR [2022],2,,Z8 L,Z8 L,,,,,
1228,Mahindra,Scorpio N,Z8 L Petrol MT 7 STR [2022],1,,Z8 L,Z8 L,,,,,
1229,Mahindra,TUV300,T10,3,,T10,T10,,,,,
1230,Mahindra,TUV300,T4 Plus,1,,T4 Plus,T4 Plus,,,,,
1231,Mahindra,TUV300,T6 PLUS,1,,T6 PLUS,T6 PLUS,,,,,
1232,Mahindra,TUV300,T6 Plus,2,,T6 Plus,T6 Plus,,,,,
1233,Mahindra,TUV300,T8,5,,T8,T8,,,,,
1234,Mahindra,TUV300,T8 AMT,1,,T8 AMT,T8 AMT,,,,,
1235,Mahindra,Thar,CRDe 4x4 ABS,1,,CRDe 4x4,CRDe 4x4,,,,,
1236,Mahindra,Thar,CRDe 4x4 AC,2,,CRDe 4x4,CRDe 4x4,,,,,
1237,Mahindra,Thar,CRDe 4x4 AC1,1,,CRDe 4x4,CRDe 4x4,,,,,
1238,Mahindra,Thar,CRDe 4x4 Non AC,1,,CRDe 4x4,CRDe 4x4,,,,,
1239,Mahindra,Thar,LX  P 4WD AT CONVERTIBLE,4,,LX ,LX ,,,,,
1240,Mahindra,Thar,LX Convertible Diesel AT,1,,LX Convertible,LX Convertible,,,,,
1241,Mahindra,Thar,LX Convertible Top Diesel AT 4WD,1,,LX Convertible,LX Convertible,,,,,
1242,Mahindra,Thar,LX D 4WD AT CONVERTIBLE,1,,LX D,LX D,,,,,
1243,Mahindra,Thar,LX Hard Top Diesel AT,1,,LX Hard,LX Hard,,,,,
1244,Mahindra,Thar,LX Hard Top Diesel AT 4WD [2023],3,,LX Hard,LX Hard,,,,,
1245,Mahindra,Thar,LX Hard Top Diesel MT,1,,LX Hard,LX Hard,,,,,
1246,Mahindra,Thar,LX Hard Top Diesel MT 4WD,5,,LX Hard,LX Hard,,,,,
1247,Mahindra,Thar,LX Hard Top Diesel MT RWD,5,,LX Hard,LX Hard,,,,,
1248,Mahindra,Thar,LX Hard Top Petrol AT,12,,LX Hard,LX Hard,,,,,
1249,Mahindra,Thar,LX Hard Top Petrol MT,2,,LX Hard,LX Hard,,,,,
1250,Mahindra,Thar,LX Hard Top Petrol MT 4WD,1,,LX Hard,LX Hard,,,,,
1251,Mahindra,Thar,LX PETROL HT 4WD AT,11,,LX PETROL,LX PETROL,,,,,
1252,Mahindra,Verito,1.5 D6 BS-III,1,,1.5 D6,1.5 D6,,,,,
1253,Mahindra,Verito Vibe CS,1.5 D6,1,,1.5 D6,1.5 D6,,,,,
1254,Mahindra,XUV300,1.5 W4 [2019-2020],1,,1.5 W4,1.5 W4,,,,,
1255,Mahindra,XUV300,1.5 W6 [2019-2020],3,,1.5 W6,1.5 W6,,,,,
1256,Mahindra,XUV300,1.5 W8 (O) [2019-2020],1,,1.5 W8,1.5 W8,,,,,
1257,Mahindra,XUV300,W4 1.2 PETROL,3,,W4 1.2,W4 1.2,,,,,
1258,Mahindra,XUV300,W4 1.5 DIESEL,3,,W4 1.5,W4 1.5,,,,,
1259,Mahindra,XUV300,W4 1.5 Diesel [2020],1,,W4 1.5,W4 1.5,,,,,
1260,Mahindra,XUV300,W6 1.2 PETROL,17,,W6 1.2,W6 1.2,,,,,
1261,Mahindra,XUV300,W6 1.2 PETROL AMT,4,,W6 1.2,W6 1.2,,,,,
1262,Mahindra,XUV300,W6 1.2 Petrol,3,,W6 1.2,W6 1.2,,,,,
1263,Mahindra,XUV300,W6 1.2 Petrol AMT [2021],2,,W6 1.2,W6 1.2,,,,,
1264,Mahindra,XUV300,W6 1.5 DIESEL,3,,W6 1.5,W6 1.5,,,,,
1265,Mahindra,XUV300,W6 1.5 DIESEL AMT,3,,W6 1.5,W6 1.5,,,,,
1266,Mahindra,XUV300,W6 1.5 Diesel AMT [2020],1,,W6 1.5,W6 1.5,,,,,
1267,Mahindra,XUV300,W8 (O) 1.2 PETROL,17,,W8 (O),W8 (O),,,,,
1268,Mahindra,XUV300,W8 (O) 1.2 PETROL AMT,13,,W8 (O),W8 (O),,,,,
1269,Mahindra,XUV300,W8 (O) 1.2 Petrol,4,,W8 (O),W8 (O),,,,,
1270,Mahindra,XUV300,W8 (O) 1.2 Petrol AMT,5,,W8 (O),W8 (O),,,,,
1271,Mahindra,XUV300,W8 (O) 1.2 Petrol [2019],2,,W8 (O),W8 (O),,,,,
1272,Mahindra,XUV300,W8 (O) 1.5 DIESEL,13,,W8 (O),W8 (O),,,,,
1273,Mahindra,XUV300,W8 (O) 1.5 DIESEL AMT,3,,W8 (O),W8 (O),,,,,
1274,Mahindra,XUV300,W8 (O) 1.5 Diesel AMT,1,,W8 (O),W8 (O),,,,,
1275,Mahindra,XUV300,W8 (O) 1.5 Diesel [2020],4,,W8 (O),W8 (O),,,,,
1276,Mahindra,XUV300,W8 1.2 PETROL,8,,W8 1.2,W8 1.2,,,,,
1277,Mahindra,XUV300,W8 1.2 Petrol [2019],2,,W8 1.2,W8 1.2,,,,,
1278,Mahindra,XUV300,W8 1.5 DIESEL,5,,W8 1.5,W8 1.5,,,,,
1279,Mahindra,XUV300,W8 1.5 Diesel [2020],2,,W8 1.5,W8 1.5,,,,,
1280,Mahindra,XUV300,W8(O) 1.2 PETROL DUAL TONE,4,,W8(O) 1.2,W8(O) 1.2,,,,,
1281,Mahindra,XUV300,W8(O) 1.5 Diesel Dual Tone [2020],1,,W8(O) 1.5,W8(O) 1.5,,,,,
1282,Mahindra,XUV500,W10,12,,W10,W10,,,,,
1283,Mahindra,XUV500,W10 1.99,4,,W10 1.99,W10 1.99,,,,,
1284,Mahindra,XUV500,W10 AT,6,,W10 AT,W10 AT,,,,,
1285,Mahindra,XUV500,W10 AT 1.99,1,,W10 AT,W10 AT,,,,,
1286,Mahindra,XUV500,W10 AWD,2,,W10 AWD,W10 AWD,,,,,
1287,Mahindra,XUV500,W10 AWD AT,1,,W10 AWD,W10 AWD,,,,,
1288,Mahindra,XUV500,W11,2,,W11,W11,,,,,
1289,Mahindra,XUV500,W11 (O) AT,1,,W11 (O),W11 (O),,,,,
1290,Mahindra,XUV500,W11 (O) AWD,1,,W11 (O),W11 (O),,,,,
1291,Mahindra,XUV500,W11 (O) AWD AT,1,,W11 (O),W11 (O),,,,,
1292,Mahindra,XUV500,W11 AT,10,,W11 AT,W11 AT,,,,,
1293,Mahindra,XUV500,W11(O),1,,W11(O),W11(O),,,,,
1294,Mahindra,XUV500,W11(O) [2018-2020],1,,W11(O) [2018-2020],W11(O) [2018-2020],,,,,
1295,Mahindra,XUV500,W4 [2015-2016],4,,W4 [2015-2016],W4 [2015-2016],,,,,
1296,Mahindra,XUV500,W5,4,,W5,W5,,,,,
1297,Mahindra,XUV500,W5 [2018-2020],3,,W5 [2018-2020],W5 [2018-2020],,,,,
1298,Mahindra,XUV500,W6,16,,W6,W6,,,,,
1299,Mahindra,XUV500,W6 AT,2,,W6 AT,W6 AT,,,,,
1300,Mahindra,XUV500,W7,8,,W7,W7,,,,,
1301,Mahindra,XUV500,W7 AT,4,,W7 AT,W7 AT,,,,,
1302,Mahindra,XUV500,W7 AT [2018-2020],2,,W7 AT,W7 AT,,,,,
1303,Mahindra,XUV500,W7 [2018-2020],5,,W7 [2018-2020],W7 [2018-2020],,,,,
1304,Mahindra,XUV500,W8,9,,W8,W8,,,,,
1305,Mahindra,XUV500,W8 2013,1,,W8 2013,W8 2013,,,,,
1306,Mahindra,XUV500,W8 AT [2015-2017],1,,W8 AT,W8 AT,,,,,
1307,Mahindra,XUV500,W8 [2015-2017],3,,W8 [2015-2017],W8 [2015-2017],,,,,
1308,Mahindra,XUV500,W9,1,,W9,W9,,,,,
1309,Mahindra,XUV500,W9 AT,4,,W9 AT,W9 AT,,,,,
1310,Mahindra,XUV500,W9 [2018-2020],1,,W9 [2018-2020],W9 [2018-2020],,,,,
1311,Mahindra,XUV700,AX 3 Diesel AT 5 STR [2021],1,,AX 3,AX 3,,,,,
1312,Mahindra,XUV700,AX 5 Diesel AT 5 STR [2021],2,,AX 5,AX 5,,,,,
1313,Mahindra,XUV700,AX 5 Diesel MT 7 STR [2021],1,,AX 5,AX 5,,,,,
1314,Mahindra,XUV700,AX 5 P AT 5 STR,2,,AX 5,AX 5,,,,,
1315,Mahindra,XUV700,AX 5 Petrol AT 5 STR [2021],3,,AX 5,AX 5,,,,,
1316,Mahindra,XUV700,AX 7 Diesel  AT Luxury Pack 7 STR [2021],1,,AX 7,AX 7,,,,,
1317,Mahindra,XUV700,AX 7 Diesel AT 7 STR [2021],1,,AX 7,AX 7,,,,,
1318,Mahindra,XUV700,AX 7 Diesel AT AWD 7 STR [2021],2,,AX 7,AX 7,,,,,
1319,Mahindra,XUV700,AX 7 Diesel AT AWD Luxury Pack 7 STR [2021],3,,AX 7,AX 7,,,,,
1320,Mahindra,XUV700,AX 7 Diesel MT Luxury Pack 7 STR [2021],1,,AX 7,AX 7,,,,,
1321,Mahindra,XUV700,AX 7 LUXURY D AWD AT 7 STR,2,,AX 7,AX 7,,,,,
1322,Mahindra,XUV700,AX 7 P AT 7 STR,1,,AX 7,AX 7,,,,,
1323,Mahindra,XUV700,AX 7 Petrol AT Luxury Pack 7 STR [2021],3,,AX 7,AX 7,,,,,
1324,Mahindra,XUV700,MX Petrol MT 5 STR [2021],2,,MX Petrol,MX Petrol,,,,,
1325,Mahindra,Xylo,E4 BS-III,1,,E4 BS-III,E4 BS-III,,,,,
1326,Maruti,A Star,LXI,1,,LXI,LX,,,,,
1327,Maruti,A Star,VXI,1,,VXI,VX,,,,,
1328,Maruti,A Star,VXI (ABS) AT,1,,VXI (ABS),VX,,,,,
1331,Maruti,Alto,LX,1,,LX,LX,,,,,
1332,Maruti,Alto,LXI,26,,LXI,LX,,,,,
1336,Maruti,Alto,LXi BS-III,1,,LXi BS-III,LX,,,,,
1337,Maruti,Alto,LXi BS-IV,1,,LXi BS-IV,LX,,,,,
1333,Maruti,Alto,LXI CNG,2,,LXI CNG,LX,,,,,
1334,Maruti,Alto,LXI O,15,,LXI O,LX,,,,,
1335,Maruti,Alto,LXI OPT CNG,2,,LXI OPT,LX,,,,,
1338,Maruti,Alto,VXI,29,,VXI,VX,,,,,
1339,Maruti,Alto,VXI PLUS,6,,VXI PLUS,VX,,,,,
1340,Maruti,Alto 800,LXI,52,,LXI,LX,,,,,
1347,Maruti,Alto 800,Lxi,22,,Lxi,LX,,,,,
1346,Maruti,Alto 800,LXi (O),4,,LXi (O),LX,,,,,
1341,Maruti,Alto 800,LXI ANNIVERSARY EDITION,1,,LXI ANNIVERSARY,LX,,,,,
1342,Maruti,Alto 800,LXI CNG,3,,LXI CNG,LX,,,,,
1343,Maruti,Alto 800,LXI CNG O,1,,LXI CNG,LX,,,,,
1348,Maruti,Alto 800,Lxi CNG,3,,Lxi CNG,LX,,,,,
1344,Maruti,Alto 800,LXI O,2,,LXI O,LX,,,,,
1345,Maruti,Alto 800,LXI UTSAV LIMITED EDITION,1,,LXI UTSAV,LX,,,,,
1349,Maruti,Alto 800,Tour H1,1,,Tour H1,Tour H1,,,,,
1350,Maruti,Alto 800,VXI,8,,VXI,VX,,,,,
1351,Maruti,Alto 800,VXi,6,,VXi,VX,,,,,
1353,Maruti,Alto 800,Vxi,6,,Vxi,VX,,,,,
1352,Maruti,Alto 800,VXi (O),1,,VXi (O),VX,,,,,
1354,Maruti,Alto 800,Vxi Plus,1,,Vxi Plus,VX,,,,,
1355,Maruti,Alto K10,LXI,8,,LXI,LX,,,,,
1357,Maruti,Alto K10,LXi,1,,LXi,LX,,,,,
1359,Maruti,Alto K10,LXi [2022-2023],1,,LXi [2022-2023],LX,,,,,
1356,Maruti,Alto K10,LXI CNG (AIRBAG),1,,LXI CNG,LX,,,,,
1358,Maruti,Alto K10,LXi CNG (Airbag) [2014-2019],1,,LXi CNG,LX,,,,,
1360,Maruti,Alto K10,VXI,41,,VXI,VX,,,,,
1366,Maruti,Alto K10,VXi,18,,VXi,VX,,,,,
1361,Maruti,Alto K10,VXI (O),1,,VXI (O),VX,,,,,
1362,Maruti,Alto K10,VXI (O) AMT,7,,VXI (O),VX,,,,,
1367,Maruti,Alto K10,VXi (O),1,,VXi (O),VX,,,,,
1368,Maruti,Alto K10,VXi (O) [2014-2019],1,,VXi (O),VX,,,,,
1371,Maruti,Alto K10,VXi [2014-2019],6,,VXi [2014-2019],VX,,,,,
1372,Maruti,Alto K10,VXi [2022-2023],1,,VXi [2022-2023],VX,,,,,
1373,Maruti,Alto K10,VXi [2023-2024],1,,VXi [2023-2024],VX,,,,,
1363,Maruti,Alto K10,VXI AMT,15,,VXI AMT,VX,,,,,
1369,Maruti,Alto K10,VXi AMT (Airbag) [2014-2019],1,,VXi AMT,VX,,,,,
1370,Maruti,Alto K10,VXi AMT [2014-2018],5,,VXi AMT,VX,,,,,
1364,Maruti,Alto K10,VXI PLUS,4,,VXI PLUS,VX,,,,,
1365,Maruti,Alto K10,VXI PLUS AMT,1,,VXI PLUS,VX,,,,,
1329,Maruti,A-Star,Lxi,2,,Lxi,LX,,,,,
1330,Maruti,A-Star,Vxi,1,,Vxi,VX,,,,,
1378,Maruti,Baleno,Alpha (O) 1.2 AT,1,,Alpha (O),Alpha,,,,,
1374,Maruti,Baleno,ALPHA 1.2 AGS,4,,ALPHA 1.2,Alpha,,,,,
1379,Maruti,Baleno,Alpha 1.2,13,,Alpha 1.2,Alpha,,,,,
1380,Maruti,Baleno,Alpha 1.2 AT,1,,Alpha 1.2,Alpha,,,,,
1381,Maruti,Baleno,Alpha 1.3,3,,Alpha 1.3,Alpha,,,,,
1382,Maruti,Baleno,Alpha AGS [2022-2023],3,,Alpha AGS,Alpha,,,,,
1383,Maruti,Baleno,Alpha Automatic,5,,Alpha Automatic,Alpha,,,,,
1375,Maruti,Baleno,ALPHA CVT PETROL 1.2,18,,ALPHA CVT,Alpha,,,,,
1376,Maruti,Baleno,ALPHA DIESEL 1.3,8,,ALPHA DIESEL,Alpha,,,,,
1384,Maruti,Baleno,Alpha MT [2022-2023],2,,Alpha MT,Alpha,,,,,
1377,Maruti,Baleno,ALPHA PETROL 1.2,40,,ALPHA PETROL,Alpha,,,,,
1385,Maruti,Baleno,DELTA 1.2 AGS,1,,DELTA 1.2,Delta,,,,,
1389,Maruti,Baleno,Delta 1.2,37,,Delta 1.2,Delta,,,,,
1390,Maruti,Baleno,Delta 1.2 AT,8,,Delta 1.2,Delta,,,,,
1391,Maruti,Baleno,Delta 1.3,1,,Delta 1.3,Delta,,,,,
1386,Maruti,Baleno,DELTA CVT PETROL 1.2,22,,DELTA CVT,Delta,,,,,
1387,Maruti,Baleno,DELTA DIESEL 1.3,4,,DELTA DIESEL,Delta,,,,,
1392,Maruti,Baleno,Delta MT [2022-2023],1,,Delta MT,Delta,,,,,
1388,Maruti,Baleno,DELTA PETROL 1.2,116,,DELTA PETROL,Delta,,,,,
1393,Maruti,Baleno,RS 1.0,1,,RS 1.0,RS 1.0,,,,,
1394,Maruti,Baleno,RS 1.0 PETROL,1,,RS 1.0,RS 1.0,,,,,
1396,Maruti,Baleno,Sigma 1.2,2,,Sigma 1.2,Sigma,,,,,
1395,Maruti,Baleno,SIGMA PETROL 1.2,13,,SIGMA PETROL,Sigma,,,,,
1400,Maruti,Baleno,Zeta,2,,Zeta,Zeta,,,,,
1401,Maruti,Baleno,Zeta 1.2,22,,Zeta 1.2,Zeta,,,,,
1402,Maruti,Baleno,Zeta 1.2 AT,9,,Zeta 1.2,Zeta,,,,,
1403,Maruti,Baleno,Zeta 1.3,1,,Zeta 1.3,Zeta,,,,,
1404,Maruti,Baleno,Zeta Automatic,1,,Zeta Automatic,Zeta,,,,,
1397,Maruti,Baleno,ZETA CVT PETROL 1.2,31,,ZETA CVT,Zeta,,,,,
1398,Maruti,Baleno,ZETA DIESEL 1.3,1,,ZETA DIESEL,Zeta,,,,,
1405,Maruti,Baleno,Zeta MT [2022-2023],2,,Zeta MT,Zeta,,,,,
1399,Maruti,Baleno,ZETA PETROL 1.2,101,,ZETA PETROL,Zeta,,,,,
1407,Maruti,Brezza,VXi,3,,VXi,VX,,,,,
1408,Maruti,Brezza,VXi [2022-2023],2,,VXi [2022-2023],VX,,,,,
1406,Maruti,Brezza,VXI SMART HYBRID,2,,VXI SMART,VX,,,,,
1412,Maruti,Brezza,ZXi,4,,ZXi,ZX,,,,,
1409,Maruti,Brezza,ZXI + SMART HYBRID DUAL TONE,1,,ZXI +,ZX,,,,,
1415,Maruti,Brezza,Zxi Dual Tone,1,,Zxi Dual,ZX,,,,,
1413,Maruti,Brezza,ZXi Plus,1,,ZXi Plus,ZX,,,,,
1414,Maruti,Brezza,ZXi Plus AT,1,,ZXi Plus,ZX,,,,,
1410,Maruti,Brezza,ZXI SMART HYBRID,13,,ZXI SMART,ZX,,,,,
1411,Maruti,Brezza,ZXI SMART HYBRID DUAL TONE,3,,ZXI SMART,ZX,,,,,
1417,Maruti,Celerio,LDi [2015-2017],1,,LDi [2015-2017],LD,,,,,
1416,Maruti,Celerio,LDi ABS [2015-2017],1,,LDi ABS,LD,,,,,
1418,Maruti,Celerio,LXI,2,,LXI,LX,,,,,
1420,Maruti,Celerio,LXi,2,,LXi,LX,,,,,
1419,Maruti,Celerio,LXI (O),1,,LXI (O),LX,,,,,
