make,model,variant,year,transmission,bodyType,fuelType,ownerNumber,odometerReading,cityRto,listingPrice,fitnessUpto,insuranceType,duplicateKey,city,registrationYear,registrationMonth,websiteUrl
BMW,5 Series [2017-2021],520d Luxury Line [2017-2019],2019,"Automatic - 8 Gears, Manual Override, Sport Mode",Sedan,Diesel,First,"52,000",MH14XXXXX,4650000,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/bmw-5-series-cars-in-pune/iri1mnzw/
Audi,A6 [2015-2019],35 TDI Matrix,2017,"Automatic - 7 Gears, Manual Override, Sport Mode",Sedan,Diesel,First,"1,00,000",MH14XXXX,2200000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/audi-a6-cars-in-pune/idvmnev6/
Jaguar,XJ L [2014-2016],3.0 V6 Portfolio,2015,"Automatic - 8 Gears, Paddle Shift, Sport Mode",Sedan,Diesel,Second,"1,00,000",MH46XXXX,2800000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/jaguar-xj-cars-in-pune/mnkm0xtj/
Mercedes-Benz,EQB,350 4MATIC,2023,"Automatic - 1 Gears, Sport Mode",SUV,Electric,N/A,"5,785",,6500000,MISSING,,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mercedes-benz-eqb-cars-in-pune/jm5cujzr/
Volvo,XC60 [2017-2021],Inscription [2017-2020],2019,"Automatic - 8 Gears, Manual Override, Sport Mode",SUV,Diesel,Second,"70,000",MH10XX,4050000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/volvo-xc60-cars-in-pune/7svlkasr/
Land Rover,Range Rover Evoque [2016-2020],HSE Dynamic,2018,"Automatic - 9 Gears, Paddle Shift, Sport Mode",SUV,Diesel,Second,"75,000",MH05XXXX,3750000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/land-rover-evoque-cars-in-pune/2n0nxxvj/
BMW,X5 [2014-2019],xDrive 30d,2019,"Automatic - 8 Gears, Sport Mode",SUV,Diesel,First,"96,000",MH12XXXX,6200000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/bmw-x5-cars-in-pune/wktxsn2c/
BMW,7 Series [2016-2019],730Ld DPE Signature,2017,"Automatic - 8 Gears, Paddle Shift",Sedan,Diesel,Second,"67,000",MH12XXXX,4750000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/bmw-7-series-cars-in-pune/jrpo2xzn/
BMW,X3 [2018-2022],xDrive 20d Luxury Line [2018-2020],2018,"Automatic - 8 Gears, Manual Override, Sport Mode",SUV,Diesel,First,"53,000",MH43XX,4250000,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/bmw-x3-cars-in-pune/4l4913dr/
BMW,5 Series [2013-2017],530d M Sport [2013-2017],2019,"Automatic - 8 Gears, Paddle Shift, Sport Mode",Sedan,Diesel,First,"1,00,000",MH14XXXX,4150000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/bmw-5-series-cars-in-pune/3q60kq7j/
Renault,Scala [2012-2017],RxE Petrol,2014,Manual - 5 Gears,Sedan,Petrol + CNG,Second,"60,000",MH12XXXX,299000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/renault-scala-cars-in-pune/fnh5no52/
Hyundai,Verna [2011-2015],Fluidic 1.6 CRDi SX,2011,Manual - 6 Gears,Sedan,Diesel,Second,"75,000",MH04XXXX,359000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-verna-cars-in-pune/qon0z44j/
Fiat,Punto Evo,Active Multijet 1.3 [2014-2016],2015,Manual - 5 Gears,Hatchback,Diesel,Second,"60,000",MH12XXXX,369000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/fiat-punto-cars-in-pune/dcdhfbst/
BMW,X1 [2016-2020],sDrive20d M Sport,2018,"Automatic - 8 Gears, Manual Override, Sport Mode",SUV,Diesel,First,"79,175",MH12QT5618,2800000,MISSING,Expired,MISSING,Pune,09/12/2018 00:00:00,MISSING,https://www.carwale.com/used/bmw-x1-cars-in-pune/mhuqccqc/
Mercedes-Benz,M-Class,ML 250 CDI,2015,"Automatic - 7 Gears, Paddle Shift, Sport Mode",SUV,Diesel,Second,"1,08,000",MH12XXXX,2600000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mercedes-benz-m-class-cars-in-pune/9is29alv/
Jaguar,XF [2013-2016],2.2 Diesel,2015,"Automatic - 8 Gears, Paddle Shift, Sport Mode",Sedan,Diesel,Second,"50,000",MH14XXXX,1850000,MISSING,,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/jaguar-xf-cars-in-pune/ynhpmoym/
Ssangyong,Rexton,RX7,2013,Automatic - 5 Gears,SUV,Diesel,Second,"85,000",MH46X0009,499000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/ssangyong-rexton-cars-in-pune/rs126b90/
BMW,5 Series [2017-2021],520d Luxury Line [2017-2019],2017,"Automatic - 8 Gears, Manual Override, Sport Mode",Sedan,Diesel,First,"90,000",MH14XXXX,3300000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/bmw-5-series-cars-in-pune/1siwutx5/
Mercedes-Benz,S-Class [2014-2018],S 350 CDI,2015,"Automatic - 7 Gears, Paddle Shift",Sedan,Diesel,Second,"56,000",MH02XXXX,4200000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mercedes-benz-s-class-cars-in-pune/a34pvtfi/
Mercedes-Benz,E-Class [2009-2013],E250 CDI BlueEfficiency,2011,Automatic - 5 Gears,Sedan,Diesel,Second,"68,000",MH04XXXX,1050000,MISSING,Comprehensive,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mercedes-benz-e-class-cars-in-pune/f18239l7/
Volvo,XC60 [2017-2021],Inscription [2017-2020],2019,"Automatic - 8 Gears, Manual Override, Sport Mode",SUV,Diesel,Second,"70,000",MH10EA5054,4050000,MISSING,Comprehensive,MISSING,Pune,08/14/2019 00:00:00,MISSING,https://www.carwale.com/used/volvo-xc60-cars-in-pune/ztntvzyj/
Ford,Endeavour,Titanium Plus 2.0 4x2 AT,2021,"Automatic (TC) - 10 Gears, Manual Override, Sport Mode",SUV,Diesel,First,"84,000",MH430000,3351000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/ford-endeavour-cars-in-pune/ij6j6w1y/
Honda,Brio [2013-2016],VX AT,2016,Automatic - 5 Gears,Hatchback,Petrol,First,"70,000",MH12XXXX,450000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/honda-brio-cars-in-pune/sydrarih/
Toyota,Innova Crysta [2016-2020],2.8 ZX AT 7 STR [2016-2020],2017,"Automatic - 6 Gears, Manual Override, Sport Mode",SUV,Diesel,First,"1,70,000",MH43XXXX,1890000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/toyota-innova-crysta-cars-in-pune/uhcp00yv/
Nissan,Sunny [2011-2014],XL,2012,Manual - 5 Gears,Sedan,Petrol,First,"52,000",MH48XXXX,249000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/nissan-sunny-cars-in-pune/hm9rtg4c/
Honda,Amaze [2013-2016],1.5 E i-DTEC,2013,Manual - 5 Gears,Sedan,Diesel,Second,"85,000",MH02XXXX,299000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/honda-amaze-cars-in-pune/plzhfcvw/
Volkswagen,Vento [2010-2012],Comfortline Petrol,2011,Not Available,Sedan,Not Available,First,"25,000",MH02XXXX,329000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/volkswagen-vento-cars-in-pune/r8xyvydk/
Nissan,Terrano [2013-2017],XL (D),2014,Manual - 5 Gears,SUV,Diesel,First,"80,000",MH03XXXX,499000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/nissan-terrano-cars-in-pune/toklddkk/
Ford,Endeavour [2009-2014],3.0L 4x4 AT,2011,Automatic - 5 Gears,SUV,Diesel,Second,"1,10,000",MH04XXXX,449000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/ford-endeavour-cars-in-pune/tynfxg2v/
Hyundai,i20 [2008-2010],Magna 1.2,2010,Manual - 5 Gears,Hatchback,Petrol,Second,"70,000",MH05XXXX,210000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-i20-cars-in-pune/nxo5x92s/
Mercedes-Benz,C-Class [2022-2024],C 220d [2022-2023],2023,"Automatic (TC) - 9 Gears, Paddle Shift, Sport Mode",Sedan,Diesel,First,"13,500",MH12XXXXX,5555000,MISSING,Zero Depreciation,MISSING,Mumbai,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mercedes-benz-c-class-cars-in-pune/2awvqowa/
Ford,Endeavour,Titanium Plus 3.2 4x4 AT,2019,"Automatic - 6 Gears, Manual Override, Sport Mode",SUV,Diesel,First,"57,000",MH120000,3551000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/ford-endeavour-cars-in-pune/bqw95xaj/
Mercedes-Benz,E-Class [2013-2015],E250 CDI Launch Edition,2013,Automatic - 7 Gears,Sedan,Diesel,Third,"90,000",MH14XXXX,1150000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mercedes-benz-e-class-cars-in-pune/gp39b87d/
Porsche,Cayenne [2010-2014],S,2010,"Automatic - 8 Gears, Manual Override, Sport Mode",SUV,Petrol,First,"1,05,000",MH01XXXX,2200000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/porsche-cayenne-cars-in-pune/oaqqi5e3/
Mitsubishi,Pajero Sport,2.5 MT,2013,Manual - 5 Gears,SUV,Diesel,Second,"1,01,000",MH02XXXX,749000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mitsubishi-pajero-cars-in-pune/aumjvqqk/
Chevrolet,Enjoy,1.4 LT 7 STR,2013,Manual - 5 Gears,SUV,Petrol + CNG,Second,"60,000",MH03XXXX,310000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/chevrolet-enjoy-cars-in-pune/ed4v0yyl/
Hyundai,Grand i10,Magna 1.2 Kappa VTVT CNG [2019-2020],2019,Manual - 5 Gears,Hatchback,CNG,First,"26,900",GJ16CN2368,590000,MISSING,Comprehensive,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-grand-i10-cars-in-ahmedabad/pu5ecg59/
Hyundai,Xcent,E CRDi,2018,Manual - 5 Gears,Compact Sedan,Diesel,First,"82,000",GJ16AU5190,625000,MISSING,,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-xcent-cars-in-ahmedabad/an8c8kgr/
Audi,A4 [2013-2016],2.0 TDI (177bhp) Premium Plus,2014,"Automatic - CVT Gears, Sport Mode",Sedan,Diesel,First,"1,10,000",GJ18BD1467,990000,MISSING,,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/audi-a4-cars-in-ahmedabad/9fno3y72/
Mahindra,Scorpio 2021,S5 2WD 7 STR,2022,Manual - 5 Gears,SUV,Diesel,First,"58,000",GJ03MH6874,1390000,MISSING,Comprehensive,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mahindra-scorpio-cars-in-ahmedabad/c8np9l4z/
MG,Hector [2019-2021],Sharp Hybrid 1.5 Petrol [2019-2020],2021,Manual - 6 Gears,SUV,Hybrid (Electric + Petrol),First,"39,000",GJ01WD2860,1290000,MISSING,Comprehensive,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mg-hector-cars-in-ahmedabad/y4c6lfaw/
Mercedes-Benz,GLC [2019-2023],220d 4MATIC Progressive [2019-2021],2019,"Automatic (TC) - 9 Gears, Paddle Shift, Sport Mode",SUV,Diesel,First,"49,057",GJ27XXXXXX,3900000,MISSING,Zero Depreciation,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mercedes-benz-glc-cars-in-ahmedabad/68tdmx2w/
BMW,X1 [2013-2016],sDrive20d xLine,2022,"Automatic - 6 Gears, Manual Override, Sport Mode",SUV,Diesel,First,"46,479",GJ31XXXXXX,3700000,MISSING,Comprehensive,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/bmw-x1-cars-in-ahmedabad/uaam0egs/
Hyundai,Santro Xing [2003-2008],XL eRLX - Euro II,2006,Manual - 5 Gears,Hatchback,Petrol,Second,"50,000",GJ01HL5417,175000,MISSING,,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-santro-cars-in-ahmedabad/3hfxguli/
Hyundai,Creta [2015-2017],1.6 SX,2016,Manual - 6 Gears,SUV,Diesel,Second,"95,000",GJ18BG0031,825000,MISSING,,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-creta-cars-in-ahmedabad/zwut3cve/
Volvo,S60 [2015-2020],D4 R,2016,Automatic (TC),Sedan,Diesel,Third,"78,000",GJ01RP5804,1190000,MISSING,Comprehensive,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/volvo-s60-cars-in-ahmedabad/eahkf0pv/
Tata,Punch,Adventure MT [2021-2023],2021,Manual - 5 Gears,Compact SUV,Petrol,First,"38,000",GJ01WD5295,695000,MISSING,Comprehensive,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/tata-punch-cars-in-ahmedabad/7p63fe1f/
Mercedes-Benz,C-Class [2010-2011],250 Avantgarde,2010,Automatic - 7 Gears,Sedan,Petrol,Fourth,"86,000",GJ01KF1521,590000,MISSING,Expired,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mercedes-benz-c-class-cars-in-ahmedabad/ipqpii6y/
BMW,3 Series GT [2014-2016],320d Luxury Line [2014-2016],2015,"Automatic - 8 Gears, Manual Override, Sport Mode",Sedan,Diesel,First,"1,01,497",GJ01XXXXXX,1850000,MISSING,Comprehensive,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/bmw-3-series-gt-cars-in-ahmedabad/7cxtvf6i/
BMW,3 Series GT [2014-2016],320d Luxury Line [2014-2016],2018,"Automatic - 8 Gears, Manual Override, Sport Mode",Sedan,Diesel,First,"1,30,712",GJ18XXXXXX,2500000,MISSING,Comprehensive,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/bmw-3-series-gt-cars-in-ahmedabad/f3c7dz44/
BMW,5 Series [2017-2021],520d Luxury Line [2017-2019],2017,"Automatic - 8 Gears, Manual Override, Sport Mode",Sedan,Diesel,First,"86,136",GJ12XXXXXX,2000000,MISSING,Comprehensive,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/bmw-5-series-cars-in-ahmedabad/wmtc1mlj/
Mercedes-Benz,E-Class [2006-2009],200 K Elegance,2012,Not Available,Sedan,Not Available,First,"55,000",GJ06EQ2022,890000,MISSING,,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mercedes-benz-e-class-cars-in-ahmedabad/rszlsbfg/
Hyundai,i20 [2020-2023],Asta 1.2 MT [2020-2023],2021,Manual - 5 Gears,Hatchback,Petrol,First,"30,846",GJ01XXXXXX,800000,MISSING,Comprehensive,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-elite-i20-cars-in-ahmedabad/k7y3fhv1/
Honda,Brio [2013-2016],VX AT,2016,Automatic - 5 Gears,Hatchback,Petrol,Second,"48,625",GJ01XXXXXX,450000,MISSING,Comprehensive,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/honda-brio-cars-in-ahmedabad/pf09n3kv/
Tata,Indigo eCS [2013-2018],LX TDI BS-III,2015,Manual - 5 Gears,Compact Sedan,Diesel,First,"78,000",GJ01DX4589,275000,MISSING,,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/tata-indigo-cars-in-ahmedabad/1a6xlg4i/
BMW,5 Series [2010-2013],520d Sedan,2011,Automatic - 8 Gears,Sedan,Diesel,First,"1,17,000",GJ01KH5853,1390000,MISSING,,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/bmw-5-series-cars-in-ahmedabad/f0ec168ad90d44069c7c18d6d2a147f1/
Hyundai,Grand i10 [2013-2017],Magna 1.1 CRDi [2013-2016],2015,Manual - 5 Gears,Hatchback,Diesel,4 or More,"83,000",,215000,MISSING,,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-grand-i10-cars-in-ahmedabad/6726n5v2/
BMW,X5 [2007-2008],SAV 3.0d,2016,Not Available,SUV,Not Available,First,"79,000",GJ05JP6840,3900000,MISSING,Comprehensive,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/bmw-x5-cars-in-ahmedabad/43a968e7b0b441fda817bf67dea004da/
Chevrolet,Sail [2012-2014],1.2 Base,2014,Manual - 5 Gears,Sedan,Petrol + CNG,First,"91,000",GJ27Aa9348,190000,MISSING,Expired,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/chevrolet-sail-sedan-cars-in-ahmedabad/dkueivz6/
Volkswagen,Polo [2012-2014],Highline1.2L (D),2013,Manual - 5 Gears,Hatchback,Diesel,Second,"69,000",,290000,MISSING,,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/volkswagen-polo-cars-in-ahmedabad/s4jknlzl/
Hyundai,i20 [2008-2010],Magna 1.2,2010,Manual - 5 Gears,Hatchback,Petrol,Second,"74,000",,140000,MISSING,Third Party,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-i20-cars-in-ahmedabad/onsl5un7/
Toyota,Etios Cross,1.4 VD,2014,Manual - 5 Gears,Hatchback,Diesel,Second,"1,40,000",,400000,MISSING,,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/toyota-etios-cars-in-ahmedabad/esx3ihy9/
Volvo,XC60 [2013-2015],Summum D5,2015,"Automatic - 6 Gears, Paddle Shift, Sport Mode",SUV,Diesel,First,"1,00,000",GJ05JL1024,1850000,MISSING,Comprehensive,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/volvo-xc60-cars-in-ahmedabad/1067f9b05dd4462f8d4735f438147190/
Volkswagen,Polo [2010-2012],Comfortline 1.2L (P),2012,Not Available,Hatchback,Not Available,Second,"86,000",GJ27C4001,295000,MISSING,Comprehensive,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/volkswagen-polo-cars-in-ahmedabad/83d371cadd794a408af7a2abe466b87d/
Volkswagen,Vento [2010-2012],Highline Petrol AT,2011,Not Available,Sedan,Not Available,Second,"58,000",GJ01KM2221,325000,MISSING,,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/volkswagen-vento-cars-in-ahmedabad/c4ce3c302c3a400eb090e272f155425d/
Volkswagen,Ameo,Highline Plus 1.5L AT (D)16 Alloy,2016,Automatic - 7 Gears,Compact Sedan,Diesel,First,"57,000",GJ19AF8984,625000,MISSING,,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/volkswagen-ameo-cars-in-ahmedabad/2bcaaab25e12460393a252a8f05cda33/
Renault,Duster [2012-2015],85 PS RxL Diesel Plus,2014,Manual - 5 Gears,SUV,Diesel,First,"1,06,009",GJ01RG4774,495000,MISSING,Comprehensive,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/renault-duster-cars-in-ahmedabad/b0dd5083d40e4c7fb629287747eaa4dd/
Skoda,Rapid,Style 1.5 TDI AT,2018,"Automatic - 7 Gears, Manual Override, Sport Mode",Sedan,Diesel,Second,"86,000",GJ05RC5580,895000,MISSING,,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/skoda-rapid-cars-in-ahmedabad/5d5b40f8741542e3863e56f7ad67be14/
BMW,X3 [2014-2018],xDrive-20d xLine,2016,"Automatic - 8 Gears, Paddle Shift, Sport Mode",SUV,Diesel,First,"1,26,000",GJ18BF1236,2450000,MISSING,Comprehensive,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/bmw-x3-cars-in-ahmedabad/a7f5108a3a974ec7b0388f8561802135/
Jaguar,F-Pace [2016-2021],Prestige,2018,"Automatic - 8 Gears, Paddle Shift, Sport Mode",SUV,Diesel,Second,"78,000",GJ27BS5566,4250000,MISSING,Comprehensive,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/jaguar-f-pace-cars-in-ahmedabad/31154f4a715a42a8943b5ee5688d336a/
Audi,Q7 [2015-2020],45 TDI Technology Pack,2018,"Automatic - 8 Gears, Manual Override & Paddle Shift, Sport Mode",SUV,Diesel,First,"1,64,000",GJ18BJ9761,4500000,MISSING,Comprehensive,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/audi-q7-cars-in-ahmedabad/a25f698c798d4bac97226194c52d86c3/
Hyundai,Santa Fe [2014-2017],2WD AT [2014-2017],2014,"Automatic - 6 Gears, Manual Override, Sport Mode",SUV,Diesel,Second,"66,000",GJ05JK0018,990000,MISSING,Third Party,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-santa-fe-cars-in-ahmedabad/6d36925b05824ff6b5110bf759434acc/
Honda,City 4th Generation,V CVT Petrol [2017-2019],2017,"Automatic (CVT), Paddle Shift",Sedan,Petrol,First,"81,000",GJ06KP0669,790000,MISSING,,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/honda-city-cars-in-ahmedabad/b6a16d3d02104365906883f3f9525dfa/
Hyundai,Elantra [2012-2015],1.6 SX MT,2014,Manual - 6 Gears,Sedan,Diesel,Second,"72,000",GJ05JF7104,725000,MISSING,,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-elantra-cars-in-ahmedabad/d8e5fea2437e483284cb9ff0fc039013/
BMW,5 Series [2010-2013],520d Sedan,2013,Automatic - 8 Gears,Sedan,Diesel,Second,"1,31,000",GJ01RB6590,1390000,MISSING,Comprehensive,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/bmw-5-series-cars-in-ahmedabad/d93e7a3649254af2ba95fc19b737c95a/
Mahindra,XUV700,AX 7 Diesel AT AWD Luxury Pack 7 STR [2021],2022,"Automatic (TC) - 6 Gears, Manual Override, Sport Mode",SUV,Diesel,First,"52,106",GJ38BD8157,2351000,MISSING,Comprehensive,MISSING,Ahmedabad,08/18/2022 00:00:00,MISSING,https://www.carwale.com/used/mahindra-xuv700-cars-in-ahmedabad/0oxgmt7z/
Ford,EcoSport [2017-2019],Titanium + 1.5L TDCi,2021,Manual - 5 Gears,SUV,Diesel,First,"53,196",GJ01WA8745,975000,MISSING,Expired,MISSING,Ahmedabad,03/15/2021 00:00:00,MISSING,https://www.carwale.com/used/ford-ecosport-cars-in-ahmedabad/m7mmyjwx/
Hyundai,Creta [2015-2017],1.6 SX Plus Petrol,2019,Manual - 6 Gears,SUV,Petrol,First,"27,051",GJ01KU4159,1051000,MISSING,Comprehensive,MISSING,Ahmedabad,04/25/2019 00:00:00,MISSING,https://www.carwale.com/used/hyundai-creta-cars-in-ahmedabad/gdz3o91p/
Honda,Amaze [2013-2016],1.2 S AT i-VTEC,2016,Automatic - 5 Gears,Sedan,Petrol,First,"66,031",GJ01RW2924,525000,MISSING,Comprehensive,MISSING,Ahmedabad,02/10/2017 00:00:00,MISSING,https://www.carwale.com/used/honda-amaze-cars-in-ahmedabad/7967rbmc/
Tata,Tiago NRG,XZ MT [2021-2023],2021,Manual - 5 Gears,Hatchback,Petrol,First,"29,559",GJ16DC3257,590000,MISSING,Comprehensive,MISSING,Ahmedabad,08/31/2021 00:00:00,MISSING,https://www.carwale.com/used/tata-tiago-cars-in-ahmedabad/ejxfma51/
Hyundai,Grand i10 Nios [2019-2023],Sportz AMT 1.2 Kappa VTVT,2022,"AMT - 5 Gears, Manual Override",Hatchback,Petrol,First,"23,246",GJ01WH1279,775000,MISSING,Comprehensive,MISSING,Ahmedabad,10/02/2022 00:00:00,MISSING,https://www.carwale.com/used/hyundai-grand-i10-nios-cars-in-ahmedabad/w4nutifv/
Tata,Tiago,XZ Plus [2020-2023],2021,Manual - 5 Gears,Hatchback,Petrol,First,"42,581",GJ01WC6026,595000,MISSING,Third Party,MISSING,Ahmedabad,08/31/2021 00:00:00,MISSING,https://www.carwale.com/used/tata-tiago-cars-in-ahmedabad/54qkzpqj/
Hyundai,Alcazar [2021-2023],Signature (O) 6 STR 1.5 Diesel AT,2022,"Automatic (TC) - 6 Gears, Paddle Shift, Sport Mode",SUV,Diesel,First,"33,748",GJ06PJ0990,1975000,MISSING,Comprehensive,MISSING,Ahmedabad,04/06/2022 00:00:00,MISSING,https://www.carwale.com/used/hyundai-alcazar-cars-in-ahmedabad/83rl9htl/
Mercedes-Benz,CLA [2015-2016],200 CDI Sport,2019,"Automatic - 7 Gears, Paddle Shift, Sport Mode",Sedan,Diesel,Second,"44,554",GJ15CJ4021,2500000,MISSING,Comprehensive,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mercedes-benz-cla-cars-in-ahmedabad/yc7w65vc/
Maruti Suzuki,Ertiga [2012-2015],VDi,2015,Manual - 5 Gears,SUV,Diesel,First,"96,118",GJ04CA8377,618000,MISSING,Comprehensive,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-ertiga-cars-in-ahmedabad/84hdpiex/
Maruti Suzuki,Wagon R [2019-2022],VXi 1.0 AMT [2019-2019],2019,AMT - 5 Gears,Hatchback,Petrol,First,"57,486",GJ34B6662,448000,MISSING,,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-wagon-r-cars-in-ahmedabad/05o3r2j1/
